rank,candidate_id,candidate_name,final_fit_score,similarity_score,required_skill_score,important_skill_score,matched_required_skills,matched_important_skills,missing_required_skills
1861,KG_00670,Kaggle Candidate 670,1.18,2.36,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1862,KG_01775,Kaggle Candidate 1775,1.17,2.35,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1863,KG_00330,Kaggle Candidate 330,1.17,2.34,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1864,KG_00313,Kaggle Candidate 313,1.16,2.31,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1865,KG_01817,Kaggle Candidate 1817,1.16,2.33,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1866,KG_00263,Kaggle Candidate 263,1.15,2.3,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1867,KG_00766,Kaggle Candidate 766,1.14,2.27,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1868,KG_02249,Kaggle Candidate 2249,1.14,2.28,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1869,KG_00860,Kaggle Candidate 860,1.13,2.26,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1870,KG_00034,Kaggle Candidate 34,1.13,2.26,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1871,KG_01165,Kaggle Candidate 1165,1.12,2.25,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1872,KG_00219,Kaggle Candidate 219,1.12,2.24,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1873,KG_01619,Kaggle Candidate 1619,1.09,2.17,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1874,KG_00635,Kaggle Candidate 635,1.08,2.16,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1875,KG_02203,Kaggle Candidate 2203,1.08,2.16,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1876,KG_00049,Kaggle Candidate 49,1.08,2.17,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1877,KG_01589,Kaggle Candidate 1589,1.07,2.15,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1878,KG_01679,Kaggle Candidate 1679,1.07,2.13,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1879,KG_01918,Kaggle Candidate 1918,1.07,2.14,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1880,KG_01478,Kaggle Candidate 1478,1.06,2.12,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1881,KG_02185,Kaggle Candidate 2185,1.06,2.12,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1882,KG_01221,Kaggle Candidate 1221,1.05,2.1,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1883,KG_00170,Kaggle Candidate 170,1.05,2.09,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1884,KG_01274,Kaggle Candidate 1274,1.05,2.1,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1885,KG_02420,Kaggle Candidate 2420,1.04,2.08,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1886,KG_01683,Kaggle Candidate 1683,1.02,2.03,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1887,KG_00246,Kaggle Candidate 246,1.02,2.03,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1888,KG_02174,Kaggle Candidate 2174,1,2,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1889,KG_00484,Kaggle Candidate 484,1,2.01,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1890,KG_01791,Kaggle Candidate 1791,1,2,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1891,KG_01731,Kaggle Candidate 1731,0.99,1.98,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1892,KG_00574,Kaggle Candidate 574,0.99,1.98,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1893,KG_00091,Kaggle Candidate 91,0.99,1.98,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1894,KG_00580,Kaggle Candidate 580,0.98,1.97,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1895,KG_00285,Kaggle Candidate 285,0.98,1.96,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1896,KG_00684,Kaggle Candidate 684,0.98,1.96,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1897,KG_00384,Kaggle Candidate 384,0.98,1.96,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1898,KG_00596,Kaggle Candidate 596,0.98,1.96,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1899,KG_02214,Kaggle Candidate 2214,0.97,1.94,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1900,KG_00162,Kaggle Candidate 162,0.97,1.94,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1901,KG_00245,Kaggle Candidate 245,0.97,1.94,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1902,KG_00572,Kaggle Candidate 572,0.97,1.93,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1903,KG_00885,Kaggle Candidate 885,0.96,1.92,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1904,KG_01144,Kaggle Candidate 1144,0.95,1.91,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1905,KG_01809,Kaggle Candidate 1809,0.94,1.89,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1906,KG_02393,Kaggle Candidate 2393,0.94,1.88,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1907,KG_00974,Kaggle Candidate 974,0.94,1.88,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1908,KG_00227,Kaggle Candidate 227,0.93,1.87,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1909,KG_02015,Kaggle Candidate 2015,0.92,1.84,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1910,KG_01572,Kaggle Candidate 1572,0.92,1.84,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1911,KG_01521,Kaggle Candidate 1521,0.91,1.82,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1912,KG_01201,Kaggle Candidate 1201,0.91,1.82,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1913,KG_00437,Kaggle Candidate 437,0.91,1.82,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1914,KG_00560,Kaggle Candidate 560,0.91,1.82,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1915,KG_02409,Kaggle Candidate 2409,0.91,1.83,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1916,KG_01198,Kaggle Candidate 1198,0.9,1.8,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1917,KG_00695,Kaggle Candidate 695,0.9,1.79,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1918,KG_00667,Kaggle Candidate 667,0.9,1.79,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1919,KG_00912,Kaggle Candidate 912,0.9,1.81,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1920,KG_00989,Kaggle Candidate 989,0.9,1.8,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1921,KG_01257,Kaggle Candidate 1257,0.9,1.79,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1922,KG_00785,Kaggle Candidate 785,0.89,1.78,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1923,KG_02290,Kaggle Candidate 2290,0.88,1.76,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1924,KG_00591,Kaggle Candidate 591,0.88,1.75,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1925,KG_02143,Kaggle Candidate 2143,0.88,1.76,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1926,KG_00287,Kaggle Candidate 287,0.87,1.74,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1927,KG_02400,Kaggle Candidate 2400,0.87,1.74,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1928,KG_01514,Kaggle Candidate 1514,0.87,1.74,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1929,KG_00491,Kaggle Candidate 491,0.86,1.73,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1930,KG_01314,Kaggle Candidate 1314,0.86,1.72,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1931,KG_00593,Kaggle Candidate 593,0.83,1.66,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1932,KG_00709,Kaggle Candidate 709,0.83,1.66,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1933,KG_00563,Kaggle Candidate 563,0.82,1.64,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1934,KG_01983,Kaggle Candidate 1983,0.82,1.64,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1935,KG_00102,Kaggle Candidate 102,0.82,1.64,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1936,KG_02049,Kaggle Candidate 2049,0.82,1.63,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1937,KG_00611,Kaggle Candidate 611,0.82,1.63,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1938,KG_02316,Kaggle Candidate 2316,0.81,1.62,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1939,KG_00480,Kaggle Candidate 480,0.81,1.63,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1940,KG_00610,Kaggle Candidate 610,0.81,1.62,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1941,KG_00651,Kaggle Candidate 651,0.8,1.61,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1942,KG_00214,Kaggle Candidate 214,0.8,1.6,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1943,KG_01136,Kaggle Candidate 1136,0.79,1.58,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1944,KG_00595,Kaggle Candidate 595,0.79,1.58,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1945,KG_02051,Kaggle Candidate 2051,0.78,1.57,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1946,KG_02374,Kaggle Candidate 2374,0.78,1.56,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1947,KG_01610,Kaggle Candidate 1610,0.77,1.54,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1948,KG_00276,Kaggle Candidate 276,0.77,1.53,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1949,KG_01114,Kaggle Candidate 1114,0.77,1.54,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1950,KG_02120,Kaggle Candidate 2120,0.76,1.52,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1951,KG_00608,Kaggle Candidate 608,0.76,1.53,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1952,KG_00619,Kaggle Candidate 619,0.76,1.51,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1953,KG_00894,Kaggle Candidate 894,0.75,1.5,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1954,KG_01318,Kaggle Candidate 1318,0.75,1.5,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1955,KG_00296,Kaggle Candidate 296,0.75,1.49,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1956,KG_01588,Kaggle Candidate 1588,0.75,1.5,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1957,KG_00059,Kaggle Candidate 59,0.75,1.51,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1958,KG_01722,Kaggle Candidate 1722,0.75,1.5,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1959,KG_02410,Kaggle Candidate 2410,0.74,1.48,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1960,KG_01661,Kaggle Candidate 1661,0.74,1.48,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1961,KG_00694,Kaggle Candidate 694,0.74,1.48,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1962,KG_00442,Kaggle Candidate 442,0.74,1.47,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1963,KG_01608,Kaggle Candidate 1608,0.73,1.46,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1964,KG_02437,Kaggle Candidate 2437,0.73,1.45,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1965,KG_00020,Kaggle Candidate 20,0.73,1.46,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1966,KG_02473,Kaggle Candidate 2473,0.73,1.46,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1967,KG_02215,Kaggle Candidate 2215,0.72,1.45,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1968,KG_01777,Kaggle Candidate 1777,0.72,1.44,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1969,KG_00645,Kaggle Candidate 645,0.72,1.43,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1970,KG_00622,Kaggle Candidate 622,0.72,1.44,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1971,KG_01328,Kaggle Candidate 1328,0.72,1.44,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1972,KG_01319,Kaggle Candidate 1319,0.72,1.45,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1973,KG_01684,Kaggle Candidate 1684,0.72,1.44,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1974,KG_01626,Kaggle Candidate 1626,0.72,1.44,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1975,KG_02475,Kaggle Candidate 2475,0.71,1.43,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1976,KG_01242,Kaggle Candidate 1242,0.71,1.42,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1977,KG_02460,Kaggle Candidate 2460,0.7,1.39,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1978,KG_01496,Kaggle Candidate 1496,0.7,1.4,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1979,KG_00532,Kaggle Candidate 532,0.7,1.4,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1980,KG_02467,Kaggle Candidate 2467,0.69,1.38,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1981,KG_01696,Kaggle Candidate 1696,0.69,1.38,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1982,KG_00623,Kaggle Candidate 623,0.68,1.35,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1983,KG_00910,Kaggle Candidate 910,0.68,1.36,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1984,KG_00586,Kaggle Candidate 586,0.68,1.36,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1985,KG_01026,Kaggle Candidate 1026,0.68,1.37,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1986,KG_02212,Kaggle Candidate 2212,0.67,1.34,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1987,KG_00984,Kaggle Candidate 984,0.67,1.33,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1988,KG_01807,Kaggle Candidate 1807,0.67,1.34,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1989,KG_01146,Kaggle Candidate 1146,0.67,1.33,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1990,KG_02240,Kaggle Candidate 2240,0.67,1.34,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1991,KG_00067,Kaggle Candidate 67,0.66,1.33,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1992,KG_00036,Kaggle Candidate 36,0.66,1.32,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1993,KG_01008,Kaggle Candidate 1008,0.66,1.32,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1994,KG_01680,Kaggle Candidate 1680,0.66,1.31,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1995,KG_00038,Kaggle Candidate 38,0.65,1.29,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1996,KG_01061,Kaggle Candidate 1061,0.65,1.3,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1997,KG_01073,Kaggle Candidate 1073,0.65,1.3,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1998,KG_00801,Kaggle Candidate 801,0.65,1.3,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
1999,KG_02012,Kaggle Candidate 2012,0.64,1.29,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2000,KG_00010,Kaggle Candidate 10,0.64,1.27,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2001,KG_01230,Kaggle Candidate 1230,0.64,1.29,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2002,KG_00920,Kaggle Candidate 920,0.64,1.28,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2003,KG_01639,Kaggle Candidate 1639,0.63,1.25,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2004,KG_02319,Kaggle Candidate 2319,0.63,1.27,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2005,KG_01585,Kaggle Candidate 1585,0.63,1.27,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2006,KG_00309,Kaggle Candidate 309,0.63,1.27,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2007,KG_00518,Kaggle Candidate 518,0.62,1.25,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2008,KG_01101,Kaggle Candidate 1101,0.62,1.23,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2009,KG_00199,Kaggle Candidate 199,0.62,1.24,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2010,KG_00661,Kaggle Candidate 661,0.62,1.25,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2011,KG_02019,Kaggle Candidate 2019,0.61,1.23,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2012,KG_01849,Kaggle Candidate 1849,0.61,1.23,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2013,KG_00644,Kaggle Candidate 644,0.61,1.21,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2014,KG_01942,Kaggle Candidate 1942,0.61,1.22,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2015,KG_00015,Kaggle Candidate 15,0.6,1.21,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2016,KG_00759,Kaggle Candidate 759,0.6,1.21,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2017,KG_00763,Kaggle Candidate 763,0.6,1.2,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2018,KG_01309,Kaggle Candidate 1309,0.6,1.19,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2019,KG_00733,Kaggle Candidate 733,0.6,1.2,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2020,KG_01568,Kaggle Candidate 1568,0.6,1.2,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2021,KG_02183,Kaggle Candidate 2183,0.59,1.18,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2022,KG_00420,Kaggle Candidate 420,0.59,1.18,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2023,KG_00096,Kaggle Candidate 96,0.59,1.17,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2024,KG_01310,Kaggle Candidate 1310,0.59,1.18,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2025,KG_01466,Kaggle Candidate 1466,0.59,1.18,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2026,KG_00638,Kaggle Candidate 638,0.59,1.19,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2027,KG_02175,Kaggle Candidate 2175,0.59,1.19,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2028,KG_00184,Kaggle Candidate 184,0.58,1.16,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2029,KG_01156,Kaggle Candidate 1156,0.58,1.16,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2030,KG_01524,Kaggle Candidate 1524,0.58,1.15,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2031,KG_02271,Kaggle Candidate 2271,0.57,1.14,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2032,KG_01281,Kaggle Candidate 1281,0.57,1.14,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2033,KG_00505,Kaggle Candidate 505,0.57,1.14,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2034,KG_01645,Kaggle Candidate 1645,0.57,1.14,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2035,KG_00037,Kaggle Candidate 37,0.57,1.14,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2036,KG_02254,Kaggle Candidate 2254,0.56,1.12,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2037,KG_00680,Kaggle Candidate 680,0.56,1.13,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2038,KG_00261,Kaggle Candidate 261,0.56,1.12,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2039,KG_00814,Kaggle Candidate 814,0.56,1.12,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2040,KG_01057,Kaggle Candidate 1057,0.55,1.1,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2041,KG_01533,Kaggle Candidate 1533,0.55,1.09,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2042,KG_01712,Kaggle Candidate 1712,0.55,1.09,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2043,KG_00206,Kaggle Candidate 206,0.55,1.09,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2044,KG_02063,Kaggle Candidate 2063,0.54,1.09,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2045,KG_00956,Kaggle Candidate 956,0.54,1.09,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2046,KG_00777,Kaggle Candidate 777,0.54,1.08,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2047,KG_00658,Kaggle Candidate 658,0.54,1.08,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2048,KG_02329,Kaggle Candidate 2329,0.54,1.07,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2049,KG_02235,Kaggle Candidate 2235,0.54,1.08,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2050,KG_01843,Kaggle Candidate 1843,0.54,1.08,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2051,KG_02399,Kaggle Candidate 2399,0.54,1.09,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2052,KG_00718,Kaggle Candidate 718,0.53,1.06,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2053,KG_01345,Kaggle Candidate 1345,0.53,1.06,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2054,KG_00256,Kaggle Candidate 256,0.53,1.07,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2055,KG_00119,Kaggle Candidate 119,0.53,1.06,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2056,KG_00540,Kaggle Candidate 540,0.52,1.04,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2057,KG_00846,Kaggle Candidate 846,0.52,1.03,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2058,KG_00585,Kaggle Candidate 585,0.52,1.04,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2059,KG_00495,Kaggle Candidate 495,0.52,1.03,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2060,KG_00167,Kaggle Candidate 167,0.52,1.03,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2061,KG_00120,Kaggle Candidate 120,0.52,1.04,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2062,KG_01305,Kaggle Candidate 1305,0.52,1.04,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2063,KG_00737,Kaggle Candidate 737,0.51,1.02,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2064,KG_01866,Kaggle Candidate 1866,0.51,1.01,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2065,KG_00853,Kaggle Candidate 853,0.51,1.01,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2066,KG_01699,Kaggle Candidate 1699,0.5,1,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2067,KG_01298,Kaggle Candidate 1298,0.5,1,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2068,KG_00536,Kaggle Candidate 536,0.5,0.99,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2069,KG_01771,Kaggle Candidate 1771,0.5,1.01,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2070,KG_00364,Kaggle Candidate 364,0.5,1.01,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2071,KG_02337,Kaggle Candidate 2337,0.49,0.98,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2072,KG_01065,Kaggle Candidate 1065,0.49,0.99,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2073,KG_02000,Kaggle Candidate 2000,0.49,0.98,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2074,KG_02001,Kaggle Candidate 2001,0.49,0.98,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2075,KG_00982,Kaggle Candidate 982,0.49,0.98,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2076,KG_02291,Kaggle Candidate 2291,0.49,0.98,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2077,KG_00143,Kaggle Candidate 143,0.49,0.97,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2078,KG_01228,Kaggle Candidate 1228,0.49,0.97,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2079,KG_02234,Kaggle Candidate 2234,0.49,0.98,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2080,KG_01476,Kaggle Candidate 1476,0.48,0.96,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2081,KG_01832,Kaggle Candidate 1832,0.48,0.97,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2082,KG_02138,Kaggle Candidate 2138,0.48,0.96,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
2083,KG_02206,Kaggle Candidate 2206,0.48,0.97,0,0,,,"data cleaning, data visualization, excel, sql, statistics, tableau"
